Step Time,Voltage,Current,Temperature,Capacity
00:00:00.102,4.18529,0.00000,24.08130,0.00000
00:00:00.200,4.18529,0.00000,24.08130,0.00000
00:00:00.302,4.18529,0.00000,24.08130,0.00000
00:00:00.402,4.18529,0.00000,24.08130,0.00000
00:00:00.500,4.18529,0.00000,24.08130,0.00000
00:00:00.602,4.18529,0.00000,24.08130,0.00000
00:00:00.701,4.18529,0.00000,24.08130,0.00000
00:00:00.801,4.18529,0.00000,24.08130,0.00000
00:00:00.902,4.18529,0.00000,24.08130,0.00000
00:00:01.002,4.18529,0.00000,24.08130,0.00000
00:00:01.102,4.18529,0.00000,24.08130,0.00000
00:00:01.203,4.18529,0.00000,24.08130,0.00000
00:00:01.302,4.18529,0.00000,24.08130,0.00000
00:00:01.401,4.18529,0.00000,24.08130,0.00000
00:00:01.501,4.18529,0.00000,24.08130,0.00000
00:00:01.601,4.18529,0.00000,24.08130,0.00000
00:00:01.701,4.18529,0.00000,24.08130,0.00000
00:00:01.802,4.18529,0.00000,24.08130,0.00000
00:00:01.900,4.18529,0.00000,24.08130,0.00000
00:00:02.001,4.18529,0.00000,24.08130,0.00000
00:00:02.101,4.18529,0.00000,24.08130,0.00000
00:00:02.200,4.18529,0.00000,24.08130,0.00000
00:00:02.301,4.18529,0.00000,24.08130,0.00000
00:00:02.401,4.18529,0.00000,24.08130,0.00000
00:00:02.501,4.18529,0.00000,24.08130,0.00000
00:00:02.601,4.18529,0.00000,24.08130,0.00000
00:00:02.701,4.18529,0.00000,24.08130,0.00000
00:00:02.801,4.18529,0.00000,24.08130,0.00000
00:00:02.902,4.18529,0.00000,24.08130,0.00000
00:00:03.000,4.18529,0.00000,24.08130,0.00000
00:00:03.102,4.18529,0.00000,24.08130,0.00000
00:00:03.202,4.18529,0.00000,24.08130,0.00000
00:00:03.301,4.18529,0.00000,24.08130,0.00000
00:00:03.403,4.18529,0.00000,24.08130,0.00000
00:00:03.501,4.18529,0.00000,24.08130,0.00000
00:00:03.603,4.18529,0.00000,24.08130,0.00000
00:00:03.701,4.18529,0.00000,24.08130,0.00000
00:00:03.802,4.18529,0.00000,24.08130,0.00000
00:00:03.902,4.18529,0.00000,24.08130,0.00000
00:00:04.000,4.18529,0.00000,24.08130,0.00000
00:00:04.102,4.18529,0.00000,24.08130,0.00000
00:00:04.203,4.18529,0.00000,24.08130,0.00000
00:00:04.301,4.18529,0.00000,24.08130,0.00000
00:00:04.400,4.18529,0.00000,24.08130,0.00000
00:00:04.501,4.18529,0.00000,24.08130,0.00000
00:00:04.602,4.18529,0.00000,24.08130,0.00000
00:00:04.701,4.18529,0.00000,24.08130,0.00000
00:00:04.802,4.18529,0.00000,24.08130,0.00000
00:00:04.900,4.18529,0.00000,24.08130,0.00000
00:00:05.002,4.18529,0.00000,24.08130,0.00000
00:00:05.102,4.18529,0.00000,24.08130,0.00000
00:00:05.200,4.18529,0.00000,24.08130,0.00000
00:00:05.302,4.18529,0.00000,24.08130,0.00000
00:00:05.402,4.18529,0.00000,24.08130,0.00000
00:00:05.500,4.18529,0.00000,24.08130,0.00000
00:00:05.602,4.18529,0.00000,24.08130,0.00000
00:00:05.703,4.18529,0.00000,24.08130,0.00000
00:00:05.801,4.18529,0.00000,24.08130,0.00000
00:00:05.902,4.18529,0.00000,24.08130,0.00000
00:00:06.003,4.18529,0.00000,24.08130,0.00000
00:00:06.101,4.18529,0.00000,24.08130,0.00000
00:00:06.200,4.18529,0.00000,24.08130,0.00000
00:00:06.301,4.18529,0.00000,24.08130,0.00000
00:00:06.401,4.18529,0.00000,24.08130,0.00000
00:00:06.503,4.18529,0.00000,24.08130,0.00000
00:00:06.602,4.18529,0.00000,24.08130,0.00000
00:00:06.700,4.18529,0.00000,24.08130,0.00000
00:00:06.802,4.18529,0.00000,24.08130,0.00000
00:00:06.902,4.18529,0.00000,24.08130,0.00000
00:00:07.003,4.18529,0.00000,24.08130,0.00000
00:00:07.102,4.18529,0.00000,24.08130,0.00000
00:00:07.200,4.18529,0.00000,24.08130,0.00000
00:00:07.301,4.18529,0.00000,24.08130,0.00000
00:00:07.401,4.18529,0.00000,24.08130,0.00000
00:00:07.500,4.18529,0.00000,24.08130,0.00000
00:00:07.601,4.18529,0.00000,24.08130,0.00000
00:00:07.702,4.18529,0.00000,24.08130,0.00000
00:00:07.801,4.18529,0.00000,24.08130,0.00000
00:00:07.901,4.18529,0.00000,24.08130,0.00000
00:00:08.002,4.18529,0.00000,24.08130,0.00000
00:00:08.101,4.18529,0.00000,24.08130,0.00000
00:00:08.202,4.18529,0.00000,24.08130,0.00000
00:00:08.302,4.18529,0.00000,24.08130,0.00000
00:00:08.401,4.18529,0.00000,24.08130,0.00000
00:00:08.502,4.18529,0.00000,24.08130,0.00000
00:00:08.601,4.18529,0.00000,24.08130,0.00000
00:00:08.702,4.18529,0.00000,24.08130,0.00000
00:00:08.801,4.18529,0.00000,24.08130,0.00000
00:00:08.901,4.18529,0.00000,24.08130,0.00000
00:00:09.000,4.18529,0.00000,24.08130,0.00000
00:00:09.101,4.18529,0.00000,24.08130,0.00000
00:00:09.202,4.18529,0.00000,24.08130,0.00000
00:00:09.300,4.18529,0.00000,24.08130,0.00000
00:00:09.401,4.18529,0.00000,24.08130,0.00000
00:00:09.501,4.18529,0.00000,24.08130,0.00000
00:00:09.601,4.18529,0.00000,24.08130,0.00000
00:00:09.701,4.18529,0.00000,24.08130,0.00000
00:00:09.803,4.18529,0.00000,24.08130,0.00000
00:00:09.900,4.18529,0.00000,24.08130,0.00000
00:00:10.002,4.18529,0.00000,24.08130,0.00000
00:00:10.002,4.18529,0.00000,24.08130,0.00000
00:00:00.101,4.14587,-3.00361,24.08130,-0.00008
00:00:00.202,4.12750,-3.00106,24.08130,-0.00017
00:00:00.300,4.12126,-3.00106,24.08130,-0.00025
00:00:00.402,4.11873,-2.99850,24.08130,-0.00034
00:00:00.502,4.11738,-2.99850,24.08130,-0.00042
00:00:00.601,4.11637,-2.99850,24.08130,-0.00050
00:00:00.700,4.11570,-2.99850,24.08130,-0.00058
00:00:00.801,4.11486,-2.99850,24.08130,-0.00067
00:00:00.900,4.11418,-2.99850,24.08130,-0.00075
00:00:01.002,4.11368,-2.99850,24.08130,-0.00084
00:00:01.102,4.11300,-2.99850,24.08130,-0.00092
00:00:01.201,4.11250,-3.00106,24.08130,-0.00100
00:00:01.299,4.11199,-2.99850,24.08130,-0.00108
00:00:01.401,4.11148,-3.00106,24.08130,-0.00117
00:00:01.500,4.11098,-2.99850,24.08130,-0.00125
00:00:01.602,4.11047,-2.99850,24.08130,-0.00134
00:00:01.700,4.11014,-2.99850,24.08130,-0.00142
00:00:01.802,4.10963,-2.99850,24.08130,-0.00150
00:00:01.900,4.10929,-2.99850,24.08130,-0.00158
00:00:02.001,4.10879,-2.99850,24.08130,-0.00167
00:00:02.099,4.10845,-2.99850,24.08130,-0.00175
00:00:02.201,4.10811,-2.99850,24.08130,-0.00183
00:00:02.302,4.10761,-3.00106,24.08130,-0.00192
00:00:02.401,4.10727,-3.00106,24.08130,-0.00200
00:00:02.502,4.10693,-2.99850,24.08130,-0.00209
00:00:02.601,4.10660,-3.00106,24.08130,-0.00217
00:00:02.699,4.10626,-2.99850,24.08130,-0.00225
00:00:02.800,4.10592,-2.99850,24.08130,-0.00233
00:00:02.901,4.10558,-2.99850,24.08130,-0.00242
00:00:03.001,4.10525,-2.99850,24.08130,-0.00250
00:00:03.102,4.10491,-2.99850,24.08130,-0.00258
00:00:03.200,4.10457,-2.99850,24.08130,-0.00267
00:00:03.301,4.10424,-2.99850,24.08130,-0.00275
00:00:03.399,4.10390,-2.99850,24.08130,-0.00283
00:00:03.501,4.10356,-2.99850,24.08130,-0.00292
00:00:03.602,4.10322,-3.00106,24.08130,-0.00300
00:00:03.700,4.10289,-3.00106,24.08130,-0.00308
00:00:03.802,4.10272,-2.99850,24.08130,-0.00317
00:00:03.901,4.10238,-2.99850,24.08130,-0.00325
00:00:04.002,4.10204,-2.99850,24.08130,-0.00333
00:00:04.100,4.10188,-2.99850,24.08130,-0.00342
00:00:04.201,4.10154,-3.00106,24.08130,-0.00350
00:00:04.299,4.10120,-2.99850,24.08130,-0.00358
00:00:04.400,4.10086,-2.99850,24.08130,-0.00367
00:00:04.499,4.10070,-3.00106,24.08130,-0.00375
00:00:04.601,4.10036,-3.00106,24.08130,-0.00383
00:00:04.699,4.10019,-2.99850,24.08130,-0.00392
00:00:04.799,4.09985,-3.00106,24.08130,-0.00400
00:00:04.899,4.09969,-2.99850,24.08130,-0.00408
00:00:05.001,4.09935,-2.99850,24.08130,-0.00417
00:00:05.100,4.09901,-2.99850,24.08130,-0.00425
00:00:05.202,4.09884,-2.99850,24.08130,-0.00433
00:00:05.301,4.09867,-2.99850,24.08130,-0.00442
00:00:05.400,4.09834,-2.99850,24.08130,-0.00450
00:00:05.499,4.09817,-2.99850,24.08130,-0.00458
00:00:05.602,4.09783,-2.99850,24.08130,-0.00467
00:00:05.699,4.09766,-2.99850,24.08130,-0.00475
00:00:05.802,4.09733,-2.99850,24.08130,-0.00483
00:00:05.902,4.09716,-2.99850,24.08130,-0.00492
00:00:06.001,4.09699,-2.99850,24.08130,-0.00500
00:00:06.100,4.09665,-2.99850,24.08130,-0.00509
00:00:06.202,4.09648,-2.99850,24.08130,-0.00517
00:00:06.300,4.09615,-2.99850,24.08130,-0.00525
00:00:06.400,4.09598,-2.99850,24.08130,-0.00533
00:00:06.502,4.09581,-2.99850,24.08130,-0.00542
00:00:06.601,4.09547,-3.00106,24.08130,-0.00550
00:00:06.700,4.09530,-2.99850,24.08130,-0.00559
00:00:06.800,4.09513,-2.99850,24.08130,-0.00567
00:00:06.901,4.09480,-2.99850,24.08130,-0.00575
00:00:07.001,4.09463,-2.99850,24.08130,-0.00583
00:00:07.100,4.09446,-2.99850,24.08130,-0.00592
00:00:07.201,4.09429,-2.99850,24.08130,-0.00600
00:00:07.300,4.09395,-2.99850,24.08130,-0.00608
00:00:07.400,4.09379,-2.99850,24.08130,-0.00617
00:00:07.502,4.09362,-2.99850,24.18646,-0.00625
00:00:07.601,4.09345,-2.99850,24.18646,-0.00633
00:00:07.700,4.09311,-2.99850,24.18646,-0.00642
00:00:07.802,4.09294,-2.99850,24.18646,-0.00650
00:00:07.901,4.09277,-2.99850,24.18646,-0.00658
00:00:08.000,4.09261,-3.00106,24.18646,-0.00667
00:00:08.102,4.09227,-2.99850,24.18646,-0.00675
00:00:08.201,4.09210,-2.99850,24.18646,-0.00683
00:00:08.300,4.09193,-2.99850,24.18646,-0.00692
00:00:08.402,4.09176,-2.99850,24.18646,-0.00700
00:00:08.501,4.09159,-2.99850,24.18646,-0.00708
00:00:08.602,4.09126,-3.00106,24.18646,-0.00717
00:00:08.701,4.09109,-2.99850,24.18646,-0.00725
00:00:08.800,4.09092,-2.99850,24.18646,-0.00734
00:00:08.900,4.09075,-2.99850,24.18646,-0.00742
00:00:09.002,4.09058,-2.99850,24.18646,-0.00750
00:00:09.101,4.09041,-2.99850,24.18646,-0.00758
00:00:09.200,4.09025,-2.99850,24.18646,-0.00767
00:00:09.302,4.08991,-3.00106,24.18646,-0.00775
00:00:09.399,4.08974,-2.99850,24.18646,-0.00783
00:00:09.499,4.08957,-2.99850,24.18646,-0.00792
00:00:09.601,4.08940,-3.00106,24.18646,-0.00800
00:00:09.700,4.08923,-2.99850,24.18646,-0.00808
00:00:09.801,4.08907,-2.99850,24.18646,-0.00817
00:00:09.899,4.08890,-2.99850,24.18646,-0.00825
00:00:10.001,4.08873,-2.99850,24.18646,-0.00833
00:00:10.001,4.08873,-3.00106,24.18646,-0.00833
00:00:00.101,4.14719,0.00000,24.18646,-0.00833
00:00:00.202,4.15090,0.00000,24.08130,-0.00833
00:00:00.301,4.15276,0.00000,24.08130,-0.00833
00:00:00.403,4.15394,0.00000,24.08130,-0.00833
00:00:00.500,4.15478,0.00000,24.08130,-0.00833
00:00:00.601,4.15528,0.00000,24.08130,-0.00833
00:00:00.703,4.15596,0.00000,24.08130,-0.00833
00:00:00.800,4.15646,0.00000,24.08130,-0.00833
00:00:00.901,4.15680,0.00000,24.08130,-0.00833
00:00:01.000,4.15731,0.00000,24.08130,-0.00833
00:00:01.100,4.15764,0.00000,24.08130,-0.00833
00:00:01.201,4.15798,0.00000,24.08130,-0.00833
00:00:01.300,4.15832,0.00000,24.08130,-0.00833
00:00:01.401,4.15866,0.00000,24.08130,-0.00833
00:00:01.500,4.15882,0.00000,24.08130,-0.00833
00:00:01.601,4.15916,0.00000,24.08130,-0.00833
00:00:01.700,4.15933,0.00000,24.08130,-0.00833
00:00:01.801,4.15967,0.00000,24.08130,-0.00833
00:00:01.903,4.15984,0.00000,24.08130,-0.00833
00:00:02.001,4.16000,0.00000,24.08130,-0.00833
00:00:02.102,4.16034,0.00000,24.08130,-0.00833
00:00:02.201,4.16051,0.00000,24.08130,-0.00833
00:00:02.301,4.16068,0.00000,24.08130,-0.00833
00:00:02.402,4.16085,0.00000,24.08130,-0.00833
00:00:02.501,4.16102,0.00000,24.08130,-0.00833
00:00:02.601,4.16118,0.00000,24.08130,-0.00833
00:00:02.702,4.16135,0.00000,24.08130,-0.00833
00:00:02.801,4.16152,0.00000,24.08130,-0.00833
00:00:02.900,4.16169,0.00000,24.08130,-0.00833
00:00:03.001,4.16186,0.00000,24.08130,-0.00833
00:00:03.102,4.16203,0.00000,24.08130,-0.00833
00:00:03.202,4.16220,0.00000,24.08130,-0.00833
00:00:03.302,4.16220,0.00000,24.08130,-0.00833
00:00:03.400,4.16236,0.00000,24.08130,-0.00833
00:00:03.502,4.16253,0.00000,24.08130,-0.00833
00:00:03.603,4.16270,0.00000,24.08130,-0.00833
00:00:03.701,4.16287,0.00000,24.08130,-0.00833
00:00:03.803,4.16287,0.00000,24.08130,-0.00833
00:00:03.901,4.16304,0.00000,24.08130,-0.00833
00:00:04.001,4.16321,0.00000,24.08130,-0.00833
00:00:04.100,4.16321,0.00000,24.08130,-0.00833
00:00:04.201,4.16338,0.00000,24.08130,-0.00833
00:00:04.302,4.16354,0.00000,24.08130,-0.00833
00:00:04.401,4.16354,0.00000,24.08130,-0.00833
00:00:04.502,4.16371,0.00000,24.08130,-0.00833
00:00:04.602,4.16371,0.00000,24.08130,-0.00833
00:00:04.701,4.16388,0.00000,24.08130,-0.00833
00:00:04.801,4.16405,0.00000,24.08130,-0.00833
00:00:04.901,4.16405,0.00000,24.08130,-0.00833
00:00:05.001,4.16422,0.00000,24.08130,-0.00833
00:00:05.100,4.16422,0.00000,24.08130,-0.00833
00:00:05.201,4.16439,0.00000,24.08130,-0.00833
00:00:05.302,4.16439,0.00000,24.18646,-0.00833
00:00:05.401,4.16456,0.00000,24.18646,-0.00833
00:00:05.501,4.16472,0.00000,24.18646,-0.00833
00:00:05.600,4.16472,0.00000,24.18646,-0.00833
00:00:05.701,4.16472,0.00000,24.18646,-0.00833
00:00:05.802,4.16489,0.00000,24.18646,-0.00833
00:00:05.901,4.16506,0.00000,24.18646,-0.00833
00:00:06.002,4.16506,0.00000,24.18646,-0.00833
00:00:06.101,4.16523,0.00000,24.18646,-0.00833
00:00:06.203,4.16523,0.00000,24.18646,-0.00833
00:00:06.302,4.16523,0.00000,24.18646,-0.00833
00:00:06.402,4.16540,0.00000,24.18646,-0.00833
00:00:06.502,4.16540,0.00000,24.18646,-0.00833
00:00:06.602,4.16557,0.00000,24.18646,-0.00833
00:00:06.700,4.16557,0.00000,24.18646,-0.00833
00:00:06.801,4.16574,0.00000,24.18646,-0.00833
00:00:06.903,4.16574,0.00000,24.18646,-0.00833
00:00:07.001,4.16574,0.00000,24.18646,-0.00833
00:00:07.102,4.16590,0.00000,24.18646,-0.00833
00:00:07.201,4.16590,0.00000,24.18646,-0.00833
00:00:07.302,4.16607,0.00000,24.18646,-0.00833
00:00:07.402,4.16607,0.00000,24.18646,-0.00833
00:00:07.503,4.16607,0.00000,24.18646,-0.00833
00:00:07.601,4.16624,0.00000,24.18646,-0.00833
00:00:07.702,4.16624,0.00000,24.18646,-0.00833
